Documento,Pregunta,Anotador,Respuesta
ld0670,¿Quién es el presidente de Argentina?,JR,"“El aislamiento preventivo y obligatorio nos impide marchar hoy para cuidarnos. Pero no nos impide recordar. Este 24 de marzo, desde nuestras casas, igual levantamos los pañuelos por la memoria, la verdad y la justicia”, escribió este martes por la mañana el presidente [Alberto Fernández] en su cuenta de Twitter."
ld0672,¿Qué medidas tomó la Intendencia de Montevideo en las ferias y el Mercado Modelo?,JR,La Intendencia de Montevideo (IM) [extendió el horario de las ferias vecinales de frutas y verduras hasta las 14.00].
ld0672,¿Quién es la intendente de Montevideo?,JR,-
ld0674,¿Qué contenidos disponibiliza el Ministerio de Educación y Cultura?,JR,"En Uruguay, el Ministerio de Educación y Cultura lanzó la plataforma [Culturaencasa.uy], con contenidos culturales nacionales, entre los que se encuentra el festival SodreEnCasa, que irá subiendo una selección de espectáculos a cargo de los cuerpos estables del SODRE (ya están disponibles los detrás de escena de Un tranvía llamado deseo, El Quijote del Plata y Onegin, del Ballet Nacional del SODRE, además de conciertos del Coro Nacional, la Orquesta Juvenil y la Orquesta Sinfónica), a la vez que irán incorporando nuevos contenidos, como conversatorios con artistas; propuestas de artes visuales, entre la que se encuentra una visita comentada –por Enrique Aguerre– de la muestra de Petrona Viera en el Museo Nacional de Artes Visuales, o un catálogo digital de artistas visuales uruguayos; material didáctico para conocer la fauna uruguaya, con láminas para colorear, además del disco tributo de Amalia de la Vega que se editó el año pasado, para celebrar su centenario de nacimiento, o el cómic de microbiología de Nicolás Peruzzo y Alejandro Rodríguez Juele (Bacterias, 2018), para descubrir el mundo de las bacterias."
ld0674,¿Qué contenidos disponibiliza la Intendencia de Montevideo?,JR,"La Intendencia de Montevideo también decidió promover el acceso a los contenidos culturales virtuales: a un clic de distancia, el teatro Solís (en su canal de Youtube, todos los mediodías se podrá ver una ópera desde el Metropolitan Ópera de Nueva York) la Orquesta Filarmónica, los museos Blanes, Cabildo y de las Migraciones, y el Complejo Sacude ofrecerán [presentaciones artísticas, conferencias, conciertos, charlas y documentales]."
ld0675,¿Quiénes dirigieron la serie Feriados?,JR,"En 2016, [Leonardo Pintos, Claudio Quijano y Lucas Cilintano] dirigieron Feriados, una serie de nueve capítulos unitarios e interconectados, que contaba las vivencias de nueve personajes durante días no laborables o festivos."
ld0675,¿Quiénes protagonizaron la serie Feriados?,JR,"La serie, que jugaba con el cruce de formatos (por un lado, unitario, y por otro, serie de ficción), presentaba un mapa de historias que transcurrían en Año Nuevo, el Día de los Enamorados, el Viernes Santo, el Día de los Trabajadores, el Día del Abuelo, la Declaratoria de la Independencia, el Día de la Primavera, el 2 de noviembre y Navidad, protagonizadas por [Federico Torrado, Victoria Pereira, Sebastián Calderón, Mateo Chiarino, Leonardo Pintos, Cecilia Cósero, Dahiana Méndez, Carla Moscatelli y Claudio Quijano]."
ld0676,¿Qué es Lautréamont?,JR,Lautréamont [librería] y las editoriales Hum y Estuario proponen aprovechar el aislamiento para conocer mejor la literatura nacional
ld0676,¿Qué libros ofrece la editorial Estuario?,JR,-
ld0679,¿Cuántos casos de Face News se han observado en relación el Coronavirus?,JR,-
ld0679,¿Cuándo se detectó el primer caso de Coronavirus?,JR,-
ld0680,¿En qué países existe la renta básica?,JR,-
ld0680,¿Cuántas personas se encuentran por debajo de la línea de pobreza en Uruguay?,JR,-
ld0684,¿Quién es el gobernador de la provincia Buenos Aires?,JR,"En una reunión celebrada este lunes en la residencia presidencial de Olivos, el mandatario argentino, Alberto Fernández, recibió al gobernador de la provincia de Buenos Aires, [Axel Kicillof], y a los intendentes de las localidades ubicadas en el conurbano bonaerense, una de las zonas más densamente pobladas del país."
ld0684,¿Qué medidas propuso el gobierno argentino para evitar la propagación del Coronavirus?,JR,-
ld0685,¿Qué es el Ibuprofeno?,JR,"Luego el comunicado del Departamento de Farmacología y Terapéutica aborda concretamente el tema del ibuprofeno, un [antiinflamatorio no esteroideo]."
ld0685,¿Qué efecto tiene el Ibuprofeno sobre los pacientes que tienen Covid-19?,JR,"La noticia, entonces, por mucho que pese el clamor en las redes, es que por ahora no hay noticia: [no hay evidencia científica que relacione al ibuprofeno con un agravamiento del Covid-19]."
ld0686,¿Quién es la vicepresidenta del Uruguay?,JR,Una reunión de representantes de todos los partidos políticos encabezada por la vicepresidenta [Beatriz Argimón] decidió crear un grupo de trabajo para analizar posibilidades para el aplazamiento de las elecciones departamentales previstas para el 10 de mayo.
ld0686,¿Para qué fecha estaban previstas las elecciones departamentales?,JR,Una reunión de representantes de todos los partidos políticos encabezada por la vicepresidenta [Beatriz Argimón] decidió crear un grupo de trabajo para analizar posibilidades para el aplazamiento de las elecciones departamentales previstas para el [10 de mayo].
ld0690,¿Quién lidera las propuestas de medidas económicas?,JR,-
ld0690,¿Cuántas personas han perdido su trabajo debido a la pandemia?,JR,-
ld0753,¿Qué es la AUF?,SM,"Defensor Sporting y Plaza Colonia, a través de sus directivas, fueron los primeros clubes de la [Asociación Uruguaya de Fútbol] en mandar a sus jugadores al seguro de paro."
ld0753,¿Cuántos futbolistas fueron enviados a seguro de paro por la pandemia?,SM,-
ld0753,¿Qué equipos tomaron la decisión?,SM,"[Defensor Sporting y Plaza Colonia], a través de sus directivas, fueron los primeros clubes de la Asociación Uruguaya de Fútbol en mandar a sus jugadores al seguro de paro."
ld0755,¿Cuántas empresas latinoamercanas han cerrado a causa la pandemia?,SM,-
ld0755,¿Con qué objetivo han tomado medidas los gobiernos latinoamericanos?,SM,Distintos gobiernos de América Latina comenzaron a adoptar medidas [para proteger a los sectores más vulnerables de la población y de las empresas frente al impacto económico del coronavirus].
ld0756,¿Cuál había sido el último día sin casos en China previo al jueves?,SM,"Esto sucede por primera vez [desde que se conoció el novedoso virus], hoy convertido en pandemia mundial."
ld0756,¿Cuántos casos de Covid-19 suma China?,SM,-
ld0756,¿Cuántos muertes por Covid-19 suma China?,SM,"El virus mató a [3.245] personas en China hasta el momento, lo que representa más de un tercio de la cifra de fallecidos por la enfermedad en todo el mundo."
ld0757,¿Cuántos casos de Covid-19 suma Brasil?,SM,"Si bien desde que comenzó su mandato, a comienzos de 2019, el ex capitán ha tomado decisiones erróneas en varias áreas y su torpeza política le ha impedido crear una base fuerte a su favor en el Congreso, la crisis generada por el coronavirus parece afectarlo particularmente, debido a las repuestas tardías del Ejecutivo que encabeza frente a la pandemia, que en Brasil ya suma [525] casos confirmados y seis fallecimientos, cuatro en San Pablo y dos en Río de Janeiro."
ld0757,¿Cuántos muertes por Covid-19 suma Brasil?,SM,"Si bien desde que comenzó su mandato, a comienzos de 2019, el ex capitán ha tomado decisiones erróneas en varias áreas y su torpeza política le ha impedido crear una base fuerte a su favor en el Congreso, la crisis generada por el coronavirus parece afectarlo particularmente, debido a las repuestas tardías del Ejecutivo que encabeza frente a la pandemia, que en Brasil ya suma 525 casos confirmados y [seis] fallecimientos, cuatro en San Pablo y dos en Río de Janeiro."
ld0758,¿Cuándo comenzaría las sesiones remotas?,SM,"Los representantes están buscando la manera de que las comisiones del Parlamento funcionen de alguna manera, y una de las posibilidades es que se hagan mediante videoconferencias. Álvaro Viviano, diputado del Partido Nacional (PN), dijo a la diaria que se está trabajando en esta posibilidad y comentó que [el miércoles 11] ya hubo un encuentro virtual entre la Comisión de Salud de Diputados y autoridades del Ministerio de Salud Pública."
ld0758,¿Cuándo comenzaría las sesiones remotas?,SM,"En tanto, el diputado del Frente Amplio (FA) José Carlos Mahía dijo a la diaria que si bien no cree que antes de abril las reuniones remotas sean regulares, su bancada planteó que algunas comisiones –como las de Salud, Legislación del Trabajo y Derechos Humanos de la cámara baja– se mantengan activas en forma virtual [a partir de abril]."
ld0758,¿Desde cuándo están suspendidas las actividades en el Parlamento?,SM,-
ld0758,¿Hasta cuándo están suspendidas las actividades presenciales en el Parlamento? ,SM,-
ld0761,¿Hasta qué fecha se decretó la cuarentena en Argentina?,SM,"Tal como adelantaban los medios argentinos desde temprano, al cierre del encuentro el presidente argentino anunció que decretaba la cuarentena total desde las 00.01 del viernes hasta [las 23.59 del 31 de marzo]."
ld0761,¿Cuántas muertes por covid-19 suma Argentina?,SM,"En la noche del miércoles se confirmó, además, la [tercera] muerte por Covid-19: se trata de un hombre de 64 años que tenía diabetes e hipertensión como patologías previas."
ld0764,¿Cuántos casos de covid-19 suma Salto?,SM,-
ld0764,¿Hasta cuándo se suspendió el fútbol en Francia a causa del covid-19?,SM,"El fútbol de la Ligue 1 está suspendido [hasta nuevo aviso], tal como pasó en casi todos los torneos del mundo. Paris Saint-Germain le abrió la posibilidad a sus jugadores de que se puedan ir a sus países antes de que se cierren las fronteras en Europa."
ld0768,¿Cuándo se hace efectiva la suspensión de los torneos sudamericanos de fútbol?,SM,-
ld0768,¿Qué apoyo brindará la Conmebol a los equipos sudamericanos durante la crisis sanitaria?,SM,-
ld0770,¿La suspensión del aumento de qué tarifas fue pedida por Manini?,SM,"El senador y ex comandante en jefe del Ejército Guido Manini Ríos pidió que el gobierno suspenda el aumento de tarifas [públicas] anunciado la semana pasada, para que la población pueda hacer frente al impacto económico generado por la lucha contra el coronavirus."
ld0770,¿Quién es Manini?,SM,"El [senador y ex comandante en jefe del Ejército] Guido Manini Ríos pidió que el gobierno suspenda el aumento de tarifas públicas anunciado la semana pasada, para que la población pueda hacer frente al impacto económico generado por la lucha contra el coronavirus."
ld0772,¿Cuántos casos activos de covid-19 hay en Uruguay?,SM,-
ld0772,¿Quién es Alvaro Delgado?,SM,"[El secretario de Presidencia], Álvaro Delgado, sostuvo que si bien las medidas que el gobierno está tomando para frenar la propagación del coronavirus tendrán un impacto económico difícil de calcular, el gobierno priorizará el cuidado de la salud de la población."
ld0778,¿Cuántos casos activos de covid-19 hay en Italia?,SM,"De acuerdo a los datos oficiales, el número de casos positivos actualmente es de [28.710], lo que representa un alza de 2.648 respecto del martes, al tiempo que 4.025 personas fueron dadas de alta tras recuperarse de la enfermedad."
ld0778,¿Cuántos casos de covid-19 suma Italia desde el inicio de la pandemia?,SM,"Con ello, el número de contagios totales desde la detección del brote, a finales de febrero, es de [35.713], contando los positivos, los fallecidos y las altas, de acuerdo a lo que informó la agencia de noticias Efe."
ld0779,¿Cuánto es el distanciamiento social recomendado por el MSP?,SM,-
ld0779,¿Cuántos casos activos de covid-19 hay en Uruguay?,SM,"Este miércoles se informó que había [79] casos confirmados y, según dijeron, buena parte de ellos estaba vinculada al foco inicial."
